date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:50:08	151379/151379	---M-Z	200	added ('OK')	text/css	etag:%2224f53-63fe2f8a-4b8bc1b0;gz%22	https://tuvanluathaiphong.com/wp-content/themes/Newspaper/style.css?ver=12.1.1	D:/Giaodien/luatsu/tuvanluathaiphong.com/wp-content/themes/Newspaper/styleadbc.css	(from https://tuvanluathaiphong.com/)
13:50:08	164345/164345	---M-Z	200	added ('OK')	text/css	etag:%22281f9-63fe2f8a-2a475394;gz%22	https://tuvanluathaiphong.com/wp-content/plugins/td-composer/legacy/Newspaper/assets/css/td_legacy_main.css?ver=e815948e5c9ec5801de67b92a1d5a59fxx	D:/Giaodien/luatsu/tuvanluathaiphong.com/wp-content/plugins/td-composer/legacy/Newspaper/assets/css/td_legacy_main5251.css	(from https://tuvanluathaiphong.com/)
13:50:08	29865/29865	---M-Z	200	added ('OK')	text/css	etag:%2274a9-63fe2f8a-4b8bc74d;gz%22	https://tuvanluathaiphong.com/wp-content/plugins/td-cloud-library/assets/css/tdb_main.css?ver=87b3292f51aec51c00e6ce7db9b73ed1	D:/Giaodien/luatsu/tuvanluathaiphong.com/wp-content/plugins/td-cloud-library/assets/css/tdb_main5a75.css	(from https://tuvanluathaiphong.com/)
13:50:08	89684/89684	---M-Z	200	added ('OK')	application/x-javascript	etag:%2215e54-63fe2f89-2a41ea55;gz%22	https://tuvanluathaiphong.com/wp-includes/js/jquery/jquery.min.js?ver=3.6.1	D:/Giaodien/luatsu/tuvanluathaiphong.com/wp-includes/js/jquery/jquery.mina7a0.js	(from https://tuvanluathaiphong.com/)
13:50:09	11224/11224	---M-Z	200	added ('OK')	application/x-javascript	etag:%222bd8-63fe2f89-2a41ea4d;gz%22	https://tuvanluathaiphong.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2	D:/Giaodien/luatsu/tuvanluathaiphong.com/wp-includes/js/jquery/jquery-migrate.mind617.js	(from https://tuvanluathaiphong.com/)
13:50:09	1945/1945	---M-Z	200	added ('OK')	application/rss+xml	etag:%22b5eaf9372251d302d2a30f1afcb5f7db%22	https://tuvanluathaiphong.com/comments/feed/	D:/Giaodien/luatsu/tuvanluathaiphong.com/comments/feed/index.html	(from https://tuvanluathaiphong.com/)
13:50:10	762/762	---M-Z	200	added ('OK')	application/rss+xml	etag:%22b5eaf9372251d302d2a30f1afcb5f7db%22	https://tuvanluathaiphong.com/home/feed/	D:/Giaodien/luatsu/tuvanluathaiphong.com/home/feed/index.html	(from https://tuvanluathaiphong.com/)
13:50:10	224775/224775	---MC-	200	added ('OK')	application/json	date:Fri,%2010%20Mar%202023%2006:50:08%20GMT	https://tuvanluathaiphong.com/wp-json/	D:/Giaodien/luatsu/tuvanluathaiphong.com/wp-json/index.html	(from https://tuvanluathaiphong.com/)
13:50:10	625504/625504	---MC-	200	added ('OK')	application/json	date:Fri,%2010%20Mar%202023%2006:50:09%20GMT	https://tuvanluathaiphong.com/wp-json/wp/v2/pages/8898	D:/Giaodien/luatsu/tuvanluathaiphong.com/wp-json/wp/v2/pages/8898.json	(from https://tuvanluathaiphong.com/)
13:50:11	3173/3173	---M--	200	added ('OK')	application/json	date:Fri,%2010%20Mar%202023%2006:50:09%20GMT	https://tuvanluathaiphong.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ftuvanluathaiphong.com%2F	D:/Giaodien/luatsu/tuvanluathaiphong.com/wp-json/oembed/1.0/embed725f.json	(from https://tuvanluathaiphong.com/)
13:50:12	3381/3381	---M-Z	200	added ('OK')	text/xml	date:Fri,%2010%20Mar%202023%2006:50:10%20GMT	https://tuvanluathaiphong.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ftuvanluathaiphong.com%2F&format=xml	D:/Giaodien/luatsu/tuvanluathaiphong.com/wp-json/oembed/1.0/embed3ebc	(from https://tuvanluathaiphong.com/)
13:50:12	24263/24263	---M--	200	added ('OK')	image/jpeg	etag:%225ec7-63fe2f8a-2a4752ec;;;%22	https://tuvanluathaiphong.com/wp-content/uploads/2019/02/12992388_936451003139297_43481383_n-Copy-300x300.jpg	D:/Giaodien/luatsu/tuvanluathaiphong.com/wp-content/uploads/2019/02/12992388_936451003139297_43481383_n-Copy-300x300.jpg	(from https://tuvanluathaiphong.com/)
13:50:12	8927/8927	---M--	200	added ('OK')	image/jpeg	etag:%2222df-63fe2f8a-28a5498;;;%22	https://tuvanluathaiphong.com/wp-content/uploads/2018/10/cropped-12992388_936451003139297_43481383_n-Copy-150x150.jpg	D:/Giaodien/luatsu/tuvanluathaiphong.com/wp-content/uploads/2018/10/cropped-12992388_936451003139297_43481383_n-Copy-150x150.jpg	(from https://tuvanluathaiphong.com/)
13:50:12	23169/23169	---M--	200	added ('OK')	image/jpeg	etag:%225a81-63fe2f8a-28a5499;;;%22	https://tuvanluathaiphong.com/wp-content/uploads/2018/10/cropped-12992388_936451003139297_43481383_n-Copy-300x300.jpg	D:/Giaodien/luatsu/tuvanluathaiphong.com/wp-content/uploads/2018/10/cropped-12992388_936451003139297_43481383_n-Copy-300x300.jpg	(from https://tuvanluathaiphong.com/)
13:50:13	34421/34421	---M--	200	added ('OK')	image/jpeg	etag:%228675-63fe2f8a-4b8bc30f;;;%22	https://tuvanluathaiphong.com/wp-content/uploads/2022/12/congtyluatcma.jpg	D:/Giaodien/luatsu/tuvanluathaiphong.com/wp-content/uploads/2022/12/congtyluatcma.jpg	(from https://tuvanluathaiphong.com/)
13:50:13	24733/24733	---M--	200	added ('OK')	image/png	etag:%22609d-63fe2f8a-2a47533f;;;%22	https://tuvanluathaiphong.com/wp-content/uploads/2023/01/728x90.png	D:/Giaodien/luatsu/tuvanluathaiphong.com/wp-content/uploads/2023/01/728x90.png	(from https://tuvanluathaiphong.com/)
13:50:13	14469/14469	---M--	200	added ('OK')	image/png	etag:%223885-63fe2f8a-2a4752f6;;;%22	https://tuvanluathaiphong.com/wp-content/uploads/2022/03/logo-icon.png	D:/Giaodien/luatsu/tuvanluathaiphong.com/wp-content/uploads/2022/03/logo-icon.png	(from https://tuvanluathaiphong.com/)
13:50:14	211085/211085	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Mar%202023%2006:50:12%20GMT	https://tuvanluathaiphong.com/tu-van-phap-luat/	D:/Giaodien/luatsu/tuvanluathaiphong.com/tu-van-phap-luat/index.html	(from https://tuvanluathaiphong.com/)
13:50:14	5895/5895	---M--	200	added ('OK')	image/png	etag:%221707-63fe2f8a-28a6252;;;%22	https://tuvanluathaiphong.com/wp-content/plugins/button-contact-vr/img/showroom1.png	D:/Giaodien/luatsu/tuvanluathaiphong.com/wp-content/plugins/button-contact-vr/img/showroom1.png	(from https://tuvanluathaiphong.com/)
13:50:14	13443/13443	---M--	200	added ('OK')	image/png	etag:%223483-63fe2f8a-28a6257;;;%22	https://tuvanluathaiphong.com/wp-content/plugins/button-contact-vr/img/viber.png	D:/Giaodien/luatsu/tuvanluathaiphong.com/wp-content/plugins/button-contact-vr/img/viber.png	(from https://tuvanluathaiphong.com/)
13:50:14	3998/3998	---M--	200	added ('OK')	image/png	etag:%22f9e-63fe2f8a-28a6259;;;%22	https://tuvanluathaiphong.com/wp-content/plugins/button-contact-vr/img/zalo.png	D:/Giaodien/luatsu/tuvanluathaiphong.com/wp-content/plugins/button-contact-vr/img/zalo.png	(from https://tuvanluathaiphong.com/)
13:50:14	207342/207342	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Mar%202023%2006:50:13%20GMT	https://tuvanluathaiphong.com/tu-van-phap-luat/luat-su-tu-van-hinh-su/	D:/Giaodien/luatsu/tuvanluathaiphong.com/tu-van-phap-luat/luat-su-tu-van-hinh-su/index.html	(from https://tuvanluathaiphong.com/)
13:50:14	7839/7839	---M--	200	added ('OK')	image/png	etag:%221e9f-63fe2f8a-28a6258;;;%22	https://tuvanluathaiphong.com/wp-content/plugins/button-contact-vr/img/whatsapp.png	D:/Giaodien/luatsu/tuvanluathaiphong.com/wp-content/plugins/button-contact-vr/img/whatsapp.png	(from https://tuvanluathaiphong.com/)
13:50:15	952/952	---M--	200	added ('OK')	image/png	etag:%223b8-63fe2f8a-28a6251;;;%22	https://tuvanluathaiphong.com/wp-content/plugins/button-contact-vr/img/phone.png	D:/Giaodien/luatsu/tuvanluathaiphong.com/wp-content/plugins/button-contact-vr/img/phone.png	(from https://tuvanluathaiphong.com/)
13:50:15	211407/211407	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Mar%202023%2006:50:14%20GMT	https://tuvanluathaiphong.com/tu-van-phap-luat/vu-an-dan-su/	D:/Giaodien/luatsu/tuvanluathaiphong.com/tu-van-phap-luat/vu-an-dan-su/index.html	(from https://tuvanluathaiphong.com/)
13:50:15	322851/322851	---M-Z	200	added ('OK')	application/x-javascript	etag:%22d8f3e9d3e98af912c238a0a2a07b7b01%22	https://connect.facebook.net/vi_VN/sdk/xfbml.customerchat.js	D:/Giaodien/luatsu/connect.facebook.net/vi_VN/sdk/xfbml.customerchat.js	(from https://tuvanluathaiphong.com/)
13:50:15	21153/21153	---M--	200	added ('OK')	image/png	etag:%2252a1-63fe2f8a-2a475339;;;%22	https://tuvanluathaiphong.com/wp-content/uploads/2023/01/235861.png	D:/Giaodien/luatsu/tuvanluathaiphong.com/wp-content/uploads/2023/01/235861.png	(from https://tuvanluathaiphong.com/)
13:50:16	29291/29291	---M--	200	added ('OK')	image/png	etag:%22726b-63fe2f8a-2a475333;;;%22	https://tuvanluathaiphong.com/wp-content/uploads/2023/01/Icon_of_Zalo.svg-1.png	D:/Giaodien/luatsu/tuvanluathaiphong.com/wp-content/uploads/2023/01/Icon_of_Zalo.svg-1.png	(from https://tuvanluathaiphong.com/)
13:50:16	4465/4465	---M--	200	added ('OK')	image/png	etag:%221171-63fe2f8a-2a475327;;;%22	https://tuvanluathaiphong.com/wp-content/uploads/2023/01/25637.png	D:/Giaodien/luatsu/tuvanluathaiphong.com/wp-content/uploads/2023/01/25637.png	(from https://tuvanluathaiphong.com/)
13:50:16	211389/211389	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Mar%202023%2006:50:14%20GMT	https://tuvanluathaiphong.com/tu-van-phap-luat/luat-su-tu-van-doanh-nghiep/	D:/Giaodien/luatsu/tuvanluathaiphong.com/tu-van-phap-luat/luat-su-tu-van-doanh-nghiep/index.html	(from https://tuvanluathaiphong.com/)
13:50:16	212267/212267	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Mar%202023%2006:50:15%20GMT	https://tuvanluathaiphong.com/tu-van-phap-luat/luat-su-tu-van-phap-ly-dat-dai/	D:/Giaodien/luatsu/tuvanluathaiphong.com/tu-van-phap-luat/luat-su-tu-van-phap-ly-dat-dai/index.html	(from https://tuvanluathaiphong.com/)
13:50:16	170443/170443	---M--	200	added ('OK')	image/png	etag:%22299cb-63fe2f8a-2a47532d;;;%22	https://tuvanluathaiphong.com/wp-content/uploads/2023/01/zyro-image.png	D:/Giaodien/luatsu/tuvanluathaiphong.com/wp-content/uploads/2023/01/zyro-image.png	(from https://tuvanluathaiphong.com/)
13:50:16	14570/14570	---M--	200	added ('OK')	image/png	etag:%2238ea-63fe2f8a-2a4752fb;;;%22	https://tuvanluathaiphong.com/wp-content/uploads/2023/01/733533.png	D:/Giaodien/luatsu/tuvanluathaiphong.com/wp-content/uploads/2023/01/733533.png	(from https://tuvanluathaiphong.com/)
13:50:17	8875/8875	---M--	200	added ('OK')	image/png	etag:%2222ab-63fe2f8a-2a475321;;;%22	https://tuvanluathaiphong.com/wp-content/uploads/2023/01/46854.png	D:/Giaodien/luatsu/tuvanluathaiphong.com/wp-content/uploads/2023/01/46854.png	(from https://tuvanluathaiphong.com/)
13:50:17	18833/18833	---M-Z	200	added ('OK')	application/x-javascript	etag:%224991-63fe2f89-28a5267;gz%22	https://tuvanluathaiphong.com/wp-includes/js/underscore.min.js?ver=1.13.4	D:/Giaodien/luatsu/tuvanluathaiphong.com/wp-includes/js/underscore.mind584.js	(from https://tuvanluathaiphong.com/)
13:50:17	186624/186624	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Mar%202023%2006:50:15%20GMT	https://tuvanluathaiphong.com/tu-van-phap-luat/luat-su-tu-van-phap-luat-nha-o/	D:/Giaodien/luatsu/tuvanluathaiphong.com/tu-van-phap-luat/luat-su-tu-van-phap-luat-nha-o/index.html	(from https://tuvanluathaiphong.com/)
13:50:17	5346/5346	---M-Z	200	added ('OK')	application/x-javascript	etag:%2214e2-63fe2f8a-6dbdfa25;gz%22	https://tuvanluathaiphong.com/wp-content/plugins/td-cloud-library/assets/js/js_posts_autoload.min.js?ver=87b3292f51aec51c00e6ce7db9b73ed1	D:/Giaodien/luatsu/tuvanluathaiphong.com/wp-content/plugins/td-cloud-library/assets/js/js_posts_autoload.min5a75.js	(from https://tuvanluathaiphong.com/)
13:50:17	305508/305508	---M-Z	200	added ('OK')	application/x-javascript	etag:%224a964-63fe2f8a-4b8bc6b2;gz%22	https://tuvanluathaiphong.com/wp-content/plugins/td-composer/legacy/Newspaper/js/tagdiv_theme.min.js?ver=12.1.1	D:/Giaodien/luatsu/tuvanluathaiphong.com/wp-content/plugins/td-composer/legacy/Newspaper/js/tagdiv_theme.minadbc.js	(from https://tuvanluathaiphong.com/)
13:50:18	2981/2981	---M-Z	200	added ('OK')	application/x-javascript	etag:%22ba5-63fe2f89-28a52bb;gz%22	https://tuvanluathaiphong.com/wp-includes/js/comment-reply.min.js?ver=81582bdb254a94e4464424087c6479a8	D:/Giaodien/luatsu/tuvanluathaiphong.com/wp-includes/js/comment-reply.min6344.js	(from https://tuvanluathaiphong.com/)
13:50:18	213265/213265	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Mar%202023%2006:50:16%20GMT	https://tuvanluathaiphong.com/tu-van-phap-luat/boi-thuong-giai-phong-mat-bang/	D:/Giaodien/luatsu/tuvanluathaiphong.com/tu-van-phap-luat/boi-thuong-giai-phong-mat-bang/index.html	(from https://tuvanluathaiphong.com/)
13:50:18	164022/164022	---M-Z	200	added ('OK')	application/x-javascript	etag:%22280b6-63fe2f8a-6dbdfa1f;gz%22	https://tuvanluathaiphong.com/wp-content/plugins/td-cloud-library/assets/js/js_files_for_front.min.js?ver=87b3292f51aec51c00e6ce7db9b73ed1	D:/Giaodien/luatsu/tuvanluathaiphong.com/wp-content/plugins/td-cloud-library/assets/js/js_files_for_front.min5a75.js	(from https://tuvanluathaiphong.com/)
13:50:20	189845/189845	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Mar%202023%2006:50:17%20GMT	https://tuvanluathaiphong.com/tu-van-phap-luat/luat-su-tu-van-hop-dong/	D:/Giaodien/luatsu/tuvanluathaiphong.com/tu-van-phap-luat/luat-su-tu-van-hop-dong/index.html	(from https://tuvanluathaiphong.com/)
13:50:20	211747/211747	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Mar%202023%2006:50:18%20GMT	https://tuvanluathaiphong.com/tu-van-phap-luat/hon-nhan-va-gia-dinh/	D:/Giaodien/luatsu/tuvanluathaiphong.com/tu-van-phap-luat/hon-nhan-va-gia-dinh/index.html	(from https://tuvanluathaiphong.com/)
13:50:20	211785/211785	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Mar%202023%2006:50:18%20GMT	https://tuvanluathaiphong.com/tu-van-phap-luat/luat-su-tu-van-thua-ke/	D:/Giaodien/luatsu/tuvanluathaiphong.com/tu-van-phap-luat/luat-su-tu-van-thua-ke/index.html	(from https://tuvanluathaiphong.com/)
13:50:21	212155/212155	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Mar%202023%2006:50:18%20GMT	https://tuvanluathaiphong.com/tu-van-phap-luat/luat-su-tu-van-lao-dong/	D:/Giaodien/luatsu/tuvanluathaiphong.com/tu-van-phap-luat/luat-su-tu-van-lao-dong/index.html	(from https://tuvanluathaiphong.com/)
13:50:22	211556/211556	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Mar%202023%2006:50:19%20GMT	https://tuvanluathaiphong.com/thanh-lap-doanh-nghiep/	D:/Giaodien/luatsu/tuvanluathaiphong.com/thanh-lap-doanh-nghiep/index.html	(from https://tuvanluathaiphong.com/)
13:50:22	213007/213007	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Mar%202023%2006:50:20%20GMT	https://tuvanluathaiphong.com/thanh-lap-doanh-nghiep/thanh-lap-doanh-nghiep-thanh-lap-doanh-nghiep/	D:/Giaodien/luatsu/tuvanluathaiphong.com/thanh-lap-doanh-nghiep/thanh-lap-doanh-nghiep-thanh-lap-doanh-nghiep/index.html	(from https://tuvanluathaiphong.com/)
13:50:23	178212/178212	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Mar%202023%2006:50:20%20GMT	https://tuvanluathaiphong.com/thanh-lap-doanh-nghiep/thanh-lap-chi-nhanh/	D:/Giaodien/luatsu/tuvanluathaiphong.com/thanh-lap-doanh-nghiep/thanh-lap-chi-nhanh/index.html	(from https://tuvanluathaiphong.com/)
13:50:23	209025/209025	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Mar%202023%2006:50:20%20GMT	https://tuvanluathaiphong.com/thanh-lap-doanh-nghiep/thay-doi-dang-ky-kinh-doanh/	D:/Giaodien/luatsu/tuvanluathaiphong.com/thanh-lap-doanh-nghiep/thay-doi-dang-ky-kinh-doanh/index.html	(from https://tuvanluathaiphong.com/)
13:50:23	178585/178585	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Mar%202023%2006:50:21%20GMT	https://tuvanluathaiphong.com/thanh-lap-doanh-nghiep/thanh-lap-van-phong-dai-dien/	D:/Giaodien/luatsu/tuvanluathaiphong.com/thanh-lap-doanh-nghiep/thanh-lap-van-phong-dai-dien/index.html	(from https://tuvanluathaiphong.com/)
13:50:23	1948/1948	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2279c-63fe2f8a-4b8bc73b;;;%22	https://tuvanluathaiphong.com/wp-content/plugins/td-composer/td-multi-purpose/images/icons/multipurpose.eot?2	D:/Giaodien/luatsu/tuvanluathaiphong.com/wp-content/plugins/td-composer/td-multi-purpose/images/icons/multipurposec81e.eot	(from https://tuvanluathaiphong.com/wp-content/plugins/td-composer/td-multi-purpose/style.css?ver=e815948e5c9ec5801de67b92a1d5a59fxx)
13:50:24	180621/180621	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Mar%202023%2006:50:22%20GMT	https://tuvanluathaiphong.com/thanh-lap-doanh-nghiep/chuyen-doi-loai-hinh-doanh-nghiep/	D:/Giaodien/luatsu/tuvanluathaiphong.com/thanh-lap-doanh-nghiep/chuyen-doi-loai-hinh-doanh-nghiep/index.html	(from https://tuvanluathaiphong.com/)
13:50:24	1840/1840	---M--	200	added ('OK')	application/font-woff	etag:%22730-63fe2f8a-4b8bc73e;;;%22	https://tuvanluathaiphong.com/wp-content/plugins/td-composer/td-multi-purpose/images/icons/multipurpose.woff?2	D:/Giaodien/luatsu/tuvanluathaiphong.com/wp-content/plugins/td-composer/td-multi-purpose/images/icons/multipurposec81e.woff	(from https://tuvanluathaiphong.com/wp-content/plugins/td-composer/td-multi-purpose/style.css?ver=e815948e5c9ec5801de67b92a1d5a59fxx)
13:50:25	179413/179413	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Mar%202023%2006:50:23%20GMT	https://tuvanluathaiphong.com/thanh-lap-doanh-nghiep/mua-ban-sap-nhap-doanh-nghiep/	D:/Giaodien/luatsu/tuvanluathaiphong.com/thanh-lap-doanh-nghiep/mua-ban-sap-nhap-doanh-nghiep/index.html	(from https://tuvanluathaiphong.com/)
13:50:25	177884/177884	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Mar%202023%2006:50:23%20GMT	https://tuvanluathaiphong.com/thanh-lap-doanh-nghiep/tach-doanh-nghiep/	D:/Giaodien/luatsu/tuvanluathaiphong.com/thanh-lap-doanh-nghiep/tach-doanh-nghiep/index.html	(from https://tuvanluathaiphong.com/)
13:50:25	1764/1764	---M--	200	added ('OK')	application/x-font-ttf	etag:%226e4-63fe2f8a-4b8bc73d;;;%22	https://tuvanluathaiphong.com/wp-content/plugins/td-composer/td-multi-purpose/images/icons/multipurpose.ttf?2	D:/Giaodien/luatsu/tuvanluathaiphong.com/wp-content/plugins/td-composer/td-multi-purpose/images/icons/multipurposec81e.ttf	(from https://tuvanluathaiphong.com/wp-content/plugins/td-composer/td-multi-purpose/style.css?ver=e815948e5c9ec5801de67b92a1d5a59fxx)
13:50:25	176596/176596	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Mar%202023%2006:50:23%20GMT	https://tuvanluathaiphong.com/thanh-lap-doanh-nghiep/chia-doanh-nghiep/	D:/Giaodien/luatsu/tuvanluathaiphong.com/thanh-lap-doanh-nghiep/chia-doanh-nghiep/index.html	(from https://tuvanluathaiphong.com/)
13:50:25	2233/2233	---M-Z	200	added ('OK')	image/svg+xml	etag:%228b9-63fe2f8a-4b8bc73c;gz%22	https://tuvanluathaiphong.com/wp-content/plugins/td-composer/td-multi-purpose/images/icons/multipurpose.svg?2	D:/Giaodien/luatsu/tuvanluathaiphong.com/wp-content/plugins/td-composer/td-multi-purpose/images/icons/multipurposec81e.svg	(from https://tuvanluathaiphong.com/wp-content/plugins/td-composer/td-multi-purpose/style.css?ver=e815948e5c9ec5801de67b92a1d5a59fxx)
13:50:26	179528/179528	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Mar%202023%2006:50:24%20GMT	https://tuvanluathaiphong.com/thanh-lap-doanh-nghiep/giai-the-doanh-nghiep/	D:/Giaodien/luatsu/tuvanluathaiphong.com/thanh-lap-doanh-nghiep/giai-the-doanh-nghiep/index.html	(from https://tuvanluathaiphong.com/)
13:50:26	178749/178749	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Mar%202023%2006:50:24%20GMT	https://tuvanluathaiphong.com/thanh-lap-doanh-nghiep/tam-ngung-kinh-doanh/	D:/Giaodien/luatsu/tuvanluathaiphong.com/thanh-lap-doanh-nghiep/tam-ngung-kinh-doanh/index.html	(from https://tuvanluathaiphong.com/)
13:50:26	188007/188007	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Mar%202023%2006:50:24%20GMT	https://tuvanluathaiphong.com/thanh-lap-doanh-nghiep/dau-tu-nuoc-ngoai/	D:/Giaodien/luatsu/tuvanluathaiphong.com/thanh-lap-doanh-nghiep/dau-tu-nuoc-ngoai/index.html	(from https://tuvanluathaiphong.com/)
13:50:26	32920/32920	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%228098-63fe2f8a-4b8bc1b4;;;%22	https://tuvanluathaiphong.com/wp-content/themes/Newspaper/images/icons/newspaper.eot?21	D:/Giaodien/luatsu/tuvanluathaiphong.com/wp-content/themes/Newspaper/images/icons/newspaper3c59.eot	(from https://tuvanluathaiphong.com/wp-content/themes/Newspaper/style.css?ver=12.1.1)
13:50:27	211079/211079	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Mar%202023%2006:50:25%20GMT	https://tuvanluathaiphong.com/dich-vu-so-do/	D:/Giaodien/luatsu/tuvanluathaiphong.com/dich-vu-so-do/index.html	(from https://tuvanluathaiphong.com/)
13:50:27	32832/32832	---M--	200	added ('OK')	application/font-woff	etag:%228040-63fe2f8a-4b8bc1b7;;;%22	https://tuvanluathaiphong.com/wp-content/themes/Newspaper/images/icons/newspaper.woff?21	D:/Giaodien/luatsu/tuvanluathaiphong.com/wp-content/themes/Newspaper/images/icons/newspaper3c59.woff	(from https://tuvanluathaiphong.com/wp-content/themes/Newspaper/style.css?ver=12.1.1)
13:50:27	211753/211753	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Mar%202023%2006:50:25%20GMT	https://tuvanluathaiphong.com/dich-vu-so-do/sang-ten-so-do/	D:/Giaodien/luatsu/tuvanluathaiphong.com/dich-vu-so-do/sang-ten-so-do/index.html	(from https://tuvanluathaiphong.com/)
